"",bin,full_add,point,precision
91019,781101402907,"ПАВЛОДАР,ул. Айманова, д. 29",76.917905 52.301215,exact
91114,781114399092,"ПАВЛОДАР,ул. Торайгырова,д.76/1",76.967995 52.299012,exact
91162,781120400914,"ПАВЛОДАР,Абая,150",76.954332 52.279627,exact
91209,781126450110,"ПАВЛОДАР,1 Мая,21",76.952032 52.292309,exact
91551,790112350266,"ПАВЛОДАР,ул. Ермакова,-",76.902319 52.314254,street
91621,790122350230,"ПАВЛОДАР,Естая,146",76.974571 52.285203,exact
91623,790122400082,"ПАВЛОДАР,Тауелсiздiк,42",76.967609 52.277065,exact
91753,790209402319,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
91821,790219401385,"ПАВЛОДАР,пр. Нурсултана Назарбаева,2",76.964716 52.296561,exact
91943,790309402520,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
92040,790323302382,"ПАВЛОДАР,Короленко,10",76.955814 52.292067,exact
92368,790507402606,"ПАВЛОДАР,Торайгырова,76/1",76.967995 52.299012,exact
92415,790515401463,"ПАВЛОДАР,Торайгырова,117",76.97069 52.297822,exact
92498,790525402961,"ПАВЛОДАР,ул. 1 мая,11",76.951834 52.294127,exact
92527,790529499123,"ПАВЛОДАР,Лермонтова,45/1",76.942168 52.289979,exact
92550,790603402083,"ПАВЛОДАР,ул. 1 мая, д. 270, м-н Юпитер",76.952984 52.27081,exact
92576,790605403320,"ПАВЛОДАР,Сибирская,89",77.013261 52.293212,exact
92784,790706402925,"ПАВЛОДАР,пр.Тауелсыздык,170",76.969262 52.261016,exact
92791,790707402118,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
92846,790716400923,"ПАВЛОДАР,ул. Муткенова,д. 28",76.997424 52.295806,exact
93034,790811302127,"ПАВЛОДАР,ул. Академика Чокина,д. 143",76.971723 52.267449,exact
93252,790909401702,"ПАВЛОДАР,ул.Камзина,171",76.985629 52.262251,exact
93388,790927402789,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
93442,791003402956,"ПАВЛОДАР,ул. Лермонтова,84",76.952831 52.291262,exact
93462,791007302238,"ПАВЛОДАР,ул. Торайгырова,113",76.969217 52.298026,exact
93577,791025300100,"ПАВЛОДАР,1 Мая,272",76.953047 52.269774,exact
93700,791114302676,"ПАВЛОДАР,ул.Мира,44А",76.949705 52.298781,number
93761,791123401564,"ПАВЛОДАР,ул.Камзина,237",76.985925 52.255449,exact
93775,791125402761,"ПАВЛОДАР,ул. Кутузова,д. 41",76.968264 52.285522,exact
93930,791216401361,"ПАВЛОДАР,Академика сатпаева,130",76.940183 52.283891,exact
93954,791219400250,"ПАВЛОДАР,Чкалова,10",76.976987 52.2991,exact
93974,791222401671,"ПАВЛОДАР,ул. Чкалова,д. 18",76.97908 52.299039,exact
94066,800105302748,"ПАВЛОДАР,ул.Бекхожина,1",76.954251 52.248993,exact
94098,800108401633,"ПАВЛОДАР,1 мая,15",76.952571 52.293124,exact
94154,800116450040,"ПАВЛОДАР,Астана,160",76.939276 52.277831,number
94160,800117450036,"ПАВЛОДАР,Павлова,42",76.97325 52.288629,exact
94243,800129401826,"ПАВЛОДАРСКОЕ,ул. Огородная, д. 119/1",76.847719 52.405484,street
94448,800227402103,"ПАВЛОДАР,Торайгырова,6",76.925855 52.297459,exact
94506,800307400964,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
94507,800307401388,"ПАВЛОДАР,Академика Сатпаева,65",76.942061 52.281892,exact
94544,800313350362,"ПАВЛОДАР,ул. Ткачева,9/1",76.947307 52.251446,exact
94569,800317300457,"ПАВЛОДАР,Академика Сатпаева,130",76.940183 52.283891,exact
94608,800322302450,"ПАВЛОДАР,ул. Камзина, д. 67/1",76.9903 52.274932,exact
94632,800325401524,"ПАВЛОДАР,ул. Амангельды,50",76.994801 52.258128,exact
94704,800405400709,"ПАВЛОДАР,Павлова,36/1",76.973807 52.289351,exact
94777,800417401207,"ПАВЛОДАР,Ткачева,24",76.9426 52.255934,exact
94813,800423450056,"ПАВЛОДАР,ул. Торайгырова, д. 53, кв. 5",76.936743 52.295459,exact
94912,800508350045,"ПАВЛОДАР,1 Мая,15/5",76.952571 52.293124,number
94951,800513450376,"ПАВЛОДАР,ул. Заслонова, д. 45/1, кафе ""АККУ""",76.994289 52.299541,number
95019,800523450271,"ПАВЛОДАР,ул. Данельневосточная, д. 28",77.018849 52.30486,exact
95147,800609402833,"ПАВЛОДАР,Дерибаса,19/1",76.97511 52.29303,exact
95224,800621450254,"ПАВЛОДАР,Кутузова ""Артур-3"",41",76.968264 52.285522,exact
95327,800705401504,"ПАВЛОДАР,ул.Камзина,358",76.996471 52.241786,exact
95357,800710401705,"ПАВЛОДАР,Р. Люксембурга,113",76.967303 52.270265,exact
95374,800712350064,"ПАВЛОДАР,Короленко,2/2",76.955553 52.294429,number
95426,800718402450,"ПАВЛОДАР,1 Мая,15/7",76.952571 52.293124,number
95442,800721401498,"ПАВЛОДАР,ул. Володарского,д. 129/1",76.951241 52.280971,exact
95580,800808400998,"ПАВЛОДАР,Ломова,135/1",76.97104 52.264191,exact
95634,800816350377,"ПАВЛОДАР,Тауелсiздiк,41",76.968264 52.285522,exact
95646,800817401360,"ПАВЛОДАР,Камзина,171",76.985629 52.262251,exact
95836,800914350578,"ПАВЛОДАР,Проспект Тауелсiздiк,157",76.971193 52.262924,exact
95947,800930401761,"ПАВЛОДАР,ул. Ак. Сатпаева, д. 35",76.941477 52.288684,exact
96058,801017350069,"ПАВЛОДАР,ул. Естая, д.99, кв. (офис) 241",76.978074 52.285836,number
96059,801017350079,"ПАВЛОДАР,пр.Тауелсiздiк, д.41, вагонный ряд, бут.2Т",76.964716 52.296561,number
96211,801111350288,"ПАВЛОДАР,ул.Украинская, д.98",77.007548 52.293956,exact
96271,801120302257,"ПАВЛОДАР,Камзина,67/1",76.9903 52.274932,exact
96462,801217450161,"ПАВЛОДАР,ул.Суворова,13",76.996445 52.287511,exact
96477,801219450589,"ПАВЛОДАР,пр.Тауелсыздык,41",76.968264 52.285522,exact
96480,801220350439,"ПАВЛОДАР,Лермонтова,84",76.952831 52.291262,exact
96643,810115450651,"ПАВЛОДАР,ул. Бекхожина, д. 1, кв. 2",76.954251 52.248993,exact
96693,810123301175,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
96807,810206450527,"ПАВЛОДАР,Павлова,36/2",76.973789 52.289632,exact
96837,810211450039,"ПАВЛОДАР,Торайгырова,56",76.95143 52.297299,exact
96854,810214350603,"ПАВЛОДАР,ул. Айманова, д. 41, кв. 13",76.926106 52.302443,exact
96900,810220300144,"ПАВЛОДАР,ул.Ледовского, д.35/1",76.91627 52.305136,exact
96982,810304400523,"ПАВЛОДАР,Ак. Чокина,105",76.964626 52.26779,exact
97206,810404450622,"ПАВЛОДАР,Ак.Сатпаева,253",76.94401 52.265487,exact
97274,810415400943,"ПАВЛОДАР,Торайгырова,76/1",76.967995 52.299012,exact
97582,810603350083,"ПАВЛОДАР,ул. Лермонтова, д. 88",76.955517 52.291367,exact
97621,810608450562,"ПАВЛОДАР,Малайсары батыра,45",77.012354 52.288618,exact
97642,810613300339,"ПАВЛОДАР,ул. Торговая,6А",76.945474 52.308302,exact
97704,810621450226,"ПАВЛОДАР,ул. Камзина, д. 146/1",76.983536 52.267493,exact
97858,810711300381,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 41, ТД Артур, бут. 216",,none
98001,810731350793,"ПАВЛОДАР,ул. Камзина,д. 165",76.98527 52.263998,exact
98044,810806350730,"ПАВЛОДАР,ул. Луначарского,д. 28 ""в""",76.953846 52.277572,exact
98184,810829400479,"ПАВЛОДАР,ул. Академика Сатпаева,д. 63/1",76.941845 52.282261,exact
98460,811007450459,"ПАВЛОДАР,ул. Суворова, д. 27, кв. отд. бакалея",77.003622 52.288029,exact
98721,811111450662,"ПАВЛОДАР,Торайгырова,6",76.925855 52.297459,exact
98842,811128450556,"ПАВЛОДАР,Торайгырова,113",76.969217 52.298026,exact
98924,811209451009,"ПАВЛОДАР,ул.Естая,81",76.960323 52.280652,exact
99039,811224450776,"ПАВЛОДАР,Павлова,67",76.979251 52.276145,exact
99104,820101452633,"ПАВЛОДАР,ул. Кутузова, д. 282/5",76.982458 52.244725,exact
99173,820113350527,"ПАВЛОДАР,ул. Тауелсыздык проспект,0024568",76.97042 52.264373,street
99184,820114450559,"ПАВЛОДАР,ул.Камзина д.74",76.979233 52.280382,exact
99374,820210350683,"ПАВЛОДАР,ул. Академика Бектурова,д. 107",76.94851 52.283269,exact
99657,820325450190,"ПАВЛОДАР,ул.Ак Сатпаева,243",76.943192 52.270397,exact
99707,820402450475,"ПАВЛОДАР,ул. Павлова, д. н.п. 2, 30",76.97776 52.297492,number
99832,820421351242,"ПАВЛОДАР,проспект Нурсултана Назарбаева,41",76.968264 52.285522,exact
99898,820430350461,"ПАВЛОДАР,проспект Тауелсыздык,41",76.968264 52.285522,exact
100036,820519351057,"ПАВЛОДАР,ул.Украинская,98",77.007548 52.293956,exact
100179,820609450094,"ПАВЛОДАР,Академика Сатпаева,63",76.942105 52.28242,exact
100212,820614450943,"ПАВЛОДАР,ул. Суворова,9/4",76.98721 52.286663,exact
100325,820701300201,"ПАВЛОДАР,Лермонтова,60",76.948385 52.291092,exact
100519,820731350231,"ПАВЛОДАР,ул. Академика Чокина,34",76.94745 52.268104,exact
100596,820810450621,"ПАВЛОДАР,Ак.Сатпаева,43",76.941809 52.287863,exact
100709,820826450183,"ПАВЛОДАР,ул. Ленинградская,д. 113/1",76.986168 52.287781,number
100799,820907450639,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
100836,820913350328,"ПАВЛОДАР,ул.Заслонова,33",76.992339 52.299194,exact
100839,820913450661,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
101028,821012450254,"ПАВЛОДАР,ул. Промышленная промзона Северная, стр. 2557",76.935754 52.316572,near
101146,821101450253,"ПАВЛОДАР,проспект Н.Назарбаева,30",76.965776 52.284823,exact
101215,821110450996,"ПАВЛОДАР,ул. Кутузова,д. 41",76.968264 52.285522,exact
101229,821112450641,"ПАВЛОДАР,проспект Тәулесіздік,41",76.940722 52.285577,other
101295,821123350069,"ПАВЛОДАР,ул. Ломова, д. 145, кв. 2, парикмахерская ""Аэлита"".",76.974068 52.264335,exact
101318,821125451024,"ПАВЛОДАР,ул. Торайгырова, д.101-2",76.962021 52.29693,number
101537,830101350583,"ПАВЛОДАР,Камзина,64/1",76.97908 52.281699,exact
101582,830105450760,"ПАВЛОДАР,Торайгырова,63/1",76.942797 52.295448,number
101584,830105451004,"ПАВЛОДАР,ул.Якова Геринга, д.10",76.980185 52.296071,exact
101623,830111451215,"ПАВЛОДАР,Тауелсiздiк,41",76.968264 52.285522,exact
101631,830113350876,"ПАВЛОДАР,Короленко,2",76.955553 52.294429,exact
101673,830119350707,"ПАВЛОДАР,ул. Академика Сатпаева,130",76.940183 52.283891,exact
101832,830212451204,"ПАВЛОДАР,ул. Камзина,114/2",76.983069 52.272987,number
101902,830222450082,"ПАВЛОДАР,ул.Естая, д.81, ТД ""Квазар"", б.№3.327",,none
101903,830222450111,"ПАВЛОДАР,920км трасса Кзылорда-Павлодар,1",,none
101974,830304451254,"ПАВЛОДАР,ул. 1 Мая,288",76.953469 52.26482,exact
102127,830327450093,"ПАВЛОДАР,ул. Астана,д. 160",76.939276 52.277831,number
102183,830406350234,"ПАВЛОДАР,ул.Гаражный кооператив, ""Дизель"", бокс 1375",,none
102221,830412351413,"ПАВЛОДАР,ул. Торайгырова, д. 6, кв. 93",76.925855 52.297459,exact
102259,830417350313,"ПАВЛОДАР,ул.Ворушина,86/2",76.99171 52.252764,number
102287,830420351358,"ПАВЛОДАР,ул. Академика Сатпаева,д.286",76.942564 52.26719,exact
102318,830423450639,"ПАВЛОДАР,ул.Ворушена,14/1",76.99145 52.254754,exact
102362,830501350479,"ПАВЛОДАР,ул. Толстого, д. 104, кв. (офис) 102",76.979341 52.277963,number
102406,830509450181,"ПАВЛОДАР,ул. Кутузова,д. 41",76.968264 52.285522,exact
102425,830512450396,"ПАВЛОДАР,ул. Сураганова, д. 19, кв. 312",76.972891 52.2933,number
102495,830523451304,"ПАВЛОДАР,ул.Естая,81",76.960323 52.280652,exact
102572,830605350404,"ПАВЛОДАР,Каирбаева,34",76.94189 52.286784,exact
102596,830608450813,"ПАВЛОДАР,пр.Тауелсыздык,41",76.968264 52.285522,exact
102839,830712401058,"ПАВЛОДАР,Лермонтова,109",76.964078 52.291009,exact
102938,830725451065,"ПАВЛОДАР,Павлова,36/3",76.974714 52.289825,exact
102954,830728351154,"ПАВЛОДАР,ул. Камзина,д. 51",76.983437 52.279517,exact
103017,830806350249,"ПАВЛОДАР,Кутузова,6/1",76.963225 52.295713,exact
103109,830821450108,"ПАВЛОДАР,ул.Ломова,179/А",76.987686 52.263828,exact
103213,830908350667,"ПАВЛОДАР,Абая,470",76.956631 52.25165,exact
103401,831005451073,"ПАВЛОДАР,ул.Естая, д.81, ТД ""Квазар"", бут.3.96",76.960323 52.280652,exact
103449,831011451036,"ПАВЛОДАР,ул. Кирова,157",76.989833 52.282569,exact
103489,831017451089,"ПАВЛОДАР,ул.Лермонтова,47",76.942995 52.289907,exact
103570,831028350024,"ПАВЛОДАР,ул. Луначарского, д. 9/1",76.940551 52.276773,number
103600,831101350675,"ПАВЛОДАР,ул. 1 Мая, д. 15/5, оф. 20",76.952571 52.293124,number
103617,831103450913,"ПАВЛОДАР,ул.Толстого,86",76.970977 52.276316,exact
103945,831219350528,"ПАВЛОДАР,ул. Карагандинская,д. 1",76.993588 52.298142,exact
104088,840108350946,"ПАВЛОДАР,Северная промзона,107а",77.020744 52.317155,exact
104473,840301300010,"ПАВЛОДАР,Короленко,99",76.957009 52.286409,exact
104509,840306400371,"ПАВЛОДАР,Академика Сатпаева,27",76.941072 52.291945,exact
104688,840403350071,"ПАВЛОДАР,Камзина,6",76.979592 52.292694,exact
104868,840427450108,"ПАВЛОДАР,Катаева,55",76.974885 52.274189,exact
104934,840505450230,"ПАВЛОДАР,ул. Камзина,  д. 176, н.п. 3",76.981658 52.296175,exact
105265,840623350711,"ПАВЛОДАР,Камзина,53/3",76.983446 52.27804,number
105326,840701302606,"ПАВЛОДАР,Лермонтова,60",76.948385 52.291092,exact
105388,840711350462,"ПАВЛОДАР,ул.Ак.Чокина, д.100, оф.№5",76.967061 52.268799,exact
105520,840740000059,"ПАВЛОДАР,ул. Крупской,д. 76",76.949112 52.294821,exact
105521,840740000069,"ПАВЛОДАР,крупской,76",76.949112 52.294821,exact
105574,840807450400,"ПАВЛОДАР,Кутузова,45",76.968264 52.285522,near
105614,840813450473,"ПАВЛОДАР,ул.Тауелсiздiк, д.41, ТД ""Артур"", бут.389",,none
105618,840814350393,"ПАВЛОДАР,проспект Нурсултана Назарбаева,287",76.990641 52.24097,exact
105641,840816450475,"ПАВЛОДАР,ул. Торайгырова, д. 6, кв. 207",76.925855 52.297459,exact
105667,840821450784,"ПАВЛОДАР,ул. Ак. Сатпаева, д. 130",76.940183 52.283891,exact
105701,840826451165,"ПАВЛОДАР,ул. Лермонтова, д. 127",76.970196 52.289803,exact
105774,840906450588,"ПАВЛОДАР,Академика Сатпаева,35",76.941477 52.288684,exact
106282,841119399013,"ПАВЛОДАР,ул. Кудайбергена Сураганова, д. 17",76.973115 52.294,exact
106357,841130350982,"ПАВЛОДАР,пр.Тауелсiздiк, д.41, б.5-236",76.919234 52.315938,number
106581,850101405558,"ПАВЛОДАР,Лермонтова,60",76.948385 52.291092,exact
106588,850102402638,"ПАВЛОДАР,ул. 1 Мая, д. 33",76.953909 52.284679,exact
106634,850108450571,"ПАВЛОДАР,Заслонова,33",76.992339 52.299194,exact
106663,850112450503,"ПАВЛОДАР,ул. Сулейменова,д. 22/1",77.02263 52.301683,exact
106738,850122451249,"ПАВЛОДАР,ул.Чкалова,12",76.977697 52.298676,exact
106743,850123350527,"ПАВЛОДАР,Естая,83",76.964096 52.282773,exact
106938,850219350896,"ПАВЛОДАР,проспект Нурсултана Назарбаева,46/1",76.968219 52.271317,exact
107198,850403350806,"ПАВЛОДАР,ул. Чкалова,116",76.996355 52.299188,exact
107200,850403450218,"ПАВЛОДАР,Донецкая,2",76.979134 52.249886,exact
107211,850405450269,"ПАВЛОДАР,Пахомова,57/3",76.962228 52.279087,number
107262,850412350786,"ПАВЛОДАР,ул.Камзина, д.171, бут.112",76.983069 52.272987,near
107341,850423350360,"ПАВЛОДАР,ул. Кутузова,58",76.968893 52.265939,exact
107459,850508350202,"ПАВЛОДАР,пр.Тауелсiздiк, д.41, бут.103/1",76.971013 52.270226,near
107475,850510450120,"ПАВЛОДАР,ул.Мира, д.50, кв.8",76.952023 52.298384,exact
107564,850521450676,"ПАВЛОДАР,Кривенко,85",76.962246 52.284861,exact
107589,850525450132,"ПАВЛОДАР,ул. Гагарина,д. 81",76.977796 52.26095,exact
107622,850530450010,"ПАВЛОДАР,Ген.Дюсенова,4/4",76.941405 52.297811,exact
107824,850626351460,"ПАВЛОДАР,ул. Кобыланды батыр, д. 2, кв. маг. ""Дружбы""",,none
108173,850816350435,"ПАВЛОДАР,Академика Чокина,29/1",76.95028 52.266958,exact
108286,850901350823,"ПАВЛОДАР,Академика Чокина,105",76.964626 52.26779,exact
108346,850911451228,"ПАВЛОДАР,ул. Крупской,61/2",76.948286 52.294418,exact
108464,850930350445,"ПАВЛОДАР,ул. Павлова,д. 21",76.976511 52.289153,exact
108490,851004350314,"ПАВЛОДАР,ул. Лермонтова,90",76.957116 52.291417,exact
108527,851009450318,"ПАВЛОДАР,ул.1 Мая,74",76.951735 52.286712,exact
108588,851019450749,"ПАВЛОДАР,ул. Пахомова,104/2",76.963764 52.250448,number
108683,851103350927,"ПАВЛОДАР,Жетекши,Геологическая,21",77.132072 52.320832,street
109202,860120400863,"ПАВЛОДАР,ул. Кулундинская,84",76.975496 52.253233,exact
109279,860130451086,"ПАВЛОДАР,Камзина,171",76.985629 52.262251,exact
109282,860131350453,"ПАВЛОДАР,ул. Карла Маркса,д. 151",76.937138 52.280106,exact
109419,860220451253,"ПАВЛОДАР,ул. Кутузова,41",76.968264 52.285522,exact
109462,860227450520,"ПАВЛОДАР,Малайсары,4",76.969801 52.287368,exact
109479,860303450296,"ПАВЛОДАР,ул.Естая, д.81, ТД Квазар, бут.32",,none
109507,860307350846,"ПАВЛОДАР,Абая,110",76.954323 52.283076,exact
109524,860309450308,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 50/2, бут. 125",,none
109535,860311351599,"ПАВЛОДАР,ул. Торайгырова, д. 85/2",76.955993 52.296589,exact
109561,860315399035,"ПАВЛОДАР,ул.Камзина, д.51, бут.57",76.985593 52.279252,exact
109599,860321450869,"ПАВЛОДАР,Камзина,51",76.983437 52.279517,exact
109646,860326451041,"ПАВЛОДАР,Чехова,72",76.962416 52.257323,exact
109654,860328350266,"ПАВЛОДАР,ул.Кутузова, д.50",76.968426 52.269278,exact
109708,860404450403,"ПАВЛОДАР,ул. Димитрова, д. 2/1",76.980571 52.294452,exact
109739,860408450356,"ПАВЛОДАР,ул. Мира,52",76.952517 52.298219,exact
109790,860415450929,"ПАВЛОДАР,Камзина,358/3",76.994316 52.241278,exact
109888,860429351203,"ПАВЛОДАР,Тауелсiздiк проспект,41",76.968264 52.285522,exact
109933,860506351271,"ПАВЛОДАР,Сураганова,4/1",76.971956 52.297894,exact
110039,860521451041,"ПАВЛОДАР,ул. Академика Чокина,105",76.964626 52.26779,exact
110103,860529450156,"ПАВЛОДАР,ул. Тауелсыздык проспект,30",76.965776 52.284823,exact
110154,860605451226,"ПАВЛОДАР,Торайгырова,76/1",76.967995 52.299012,exact
110178,860609351467,"ПАВЛОДАР,1 мая,15/5",76.952571 52.293124,number
110186,860611351381,"ПАВЛОДАР,ул.Суворова д.27 кв.75",77.003622 52.288029,exact
110245,860620350691,"ПАВЛОДАР,ул. Камзина, д. 171 ТД ""Караван"", кв. бут. 248",76.985467 52.254297,exact
110466,860719450189,"ПАВЛОДАР,ул. Ак. Сатпаева, д. 27",76.941072 52.291945,exact
110488,860723350283,"ПАВЛОДАР,ул.Московская, д.12/2",76.98253 52.297822,exact
110574,860802450912,"ПАВЛОДАР,ул. Павлова, д. 2, офис 76",76.97776 52.297492,exact
110941,860926301378,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 41, бут. 1.034",,none
110982,861003450095,"ПАВЛОДАР,ул. Академика Бектурова, д. 16, бут. 51",76.947648 52.291312,near
111121,861025350935,"ПАВЛОДАР,ул. Камзина,51",76.983437 52.279517,exact
111175,861101450191,"ПАВЛОДАР,проспект Тәуелсіздік,41",76.968264 52.285522,exact
111211,861108450259,"ПАВЛОДАР,Астана,160/13",76.938737 52.277092,number
111241,861112450429,"ПАВЛОДАР,Айманова,46",76.92634 52.301143,exact
111406,861205450800,"ПАВЛОДАР,ул. Торайгырова, д. 26, кв. 2",76.933769 52.297784,exact
111435,861209401686,"ПАВЛОДАР,Кутузова,44",76.967878 52.274299,exact
111477,861215450352,"ПАВЛОДАР,ул. Ак. Сатпаева, д. 32, кв. 2",76.939482 52.294523,exact
111560,861228351045,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
111726,870123350627,"ПАВЛОДАР,Пахомова,б/н",76.96397 52.267542,street
111756,870127351223,"ПАВЛОДАР,Тауелсіздік проспект,2/2",76.940722 52.285577,other
111766,870128450722,"ПАВЛОДАР,Исы Байзакова,85/2",76.959811 52.282619,near
111869,870216450919,"ПАВЛОДАР,ул. Павлова, д. 49",76.979035 52.285698,exact
111900,870222350350,"ПАВЛОДАР,Тауелсiздiк проспект,41",76.968264 52.285522,exact
111957,870302350256,"ПАВЛОДАР,ул. Естая, д. 150/1",76.978011 52.286944,exact
112022,870311450152,"ПАВЛОДАР,Алматинская,24/1",76.999571 52.29644,number
112108,870324450341,"ПАВЛОДАР,ул. Камзина, д. 49. кв. 3",76.983203 52.280481,exact
112205,870409450879,"ПАВЛОДАР,ул.Торайгырова 10/1",76.930571 52.299954,exact
112230,870412451060,"ПАВЛОДАР,ул. Генерала Дюсенова, д. 117",76.946849 52.278194,exact
112285,870421450626,"ПАВЛОДАР,Ак.Чокина,98",76.965686 52.268683,exact
112442,870512450076,"ПАВЛОДАР,ул. Академика Чокина,38",76.950487 52.267934,exact
112645,870612350698,"ПАВЛОДАР,Камзина,51",76.983437 52.279517,exact
112787,870703450074,"ПАВЛОДАР,ул. Катаева,д. 113",76.976412 52.257411,exact
112826,870709450832,"ПАВЛОДАР,Розы Люксембург,113",76.967303 52.270265,exact
112884,870720350605,"ПАВЛОДАР,ул.Торговая,2",76.95337 52.309205,exact
113011,870806450024,"ПАВЛОДАР,ул. Мира,д. 18",76.93641 52.301121,exact
113118,870821450755,"ПАВЛОДАР,Камзина,51",76.983437 52.279517,exact
113200,870901350857,"ПАВЛОДАР,ул. Тауелсiздiк проспект, д. 173",76.971804 52.258492,exact
113266,870910350432,"ПАВЛОДАР,ул. Иртышская,д. 1",76.986689 52.261375,exact
113325,870917450583,"ПАВЛОДАР,ул.Толстого, д.90/1",76.976646 52.277098,exact
113495,871014351013,"ПАВЛОДАР,ул.Лермонтова,93",76.961078 52.290519,exact
113500,871015450077,"ПАВЛОДАР,ул. Толстого,д. 105/2",76.965417 52.275533,exact
113566,871025350431,"ПАВЛОДАР,Привокзальная пл,1",76.970582 52.299546,exact
113587,871027450796,"ПАВЛОДАР,Катаева,113",76.976412 52.257411,exact
113598,871029450757,"ПАВЛОДАР,ул.Ак.Сатпаева,130",76.940183 52.283891,exact
113758,871124450515,"ПАВЛОДАР,Академика Сатпаева,63/1",76.941845 52.282261,exact
113822,871201450771,"ПАВЛОДАР,Центральный промышленный район,/",77.015363 52.27037,other
113836,871203351487,"ПАВЛОДАР,Павлова,34",76.974517 52.290089,exact
113895,871212450345,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 50/1 ТД Гудвин, бут. 123",,none
114157,880119450606,"ПАВЛОДАР,ул. Гагарина,84/3",76.992052 52.262279,number
114295,880209450368,"ПАВЛОДАР,ул. Лермонтова,60",76.948385 52.291092,exact
114331,880214450553,"ПАВЛОДАР,Торайгырова,56",76.95143 52.297299,exact
114365,880219350237,"ПАВЛОДАР,Площадь Победы,25",76.943444 52.284239,exact
114377,880221350268,"ПАВЛОДАР,Таганрогская,4",76.97228 52.249732,exact
114466,880307450896,"ПАВЛОДАР,ул. Кирова, д. 115",76.968974 52.28269,exact
114956,880519350456,"ПАВЛОДАР,промышленная зона  Центральная,624",76.907556 52.30741,street
115039,880531450071,"ПАВЛОДАР,проспект Тауелсыздык,89/1",76.970986 52.275054,exact
115060,880603350274,"ПАВЛОДАР,Кутузова,41",76.968264 52.285522,exact
115133,880613350090,"ПАВЛОДАР,ул. Айманова, д. 21/1",76.921615 52.30073,exact
115248,880702350391,"ПАВЛОДАР,пр. Нурсултана Назарбаева,2",76.964716 52.296561,exact
115414,880726451077,"ПАВЛОДАР,ул. 1 Мая, д. 140, офис 307",76.952185 52.280801,number
115562,880817350802,"ПАВЛОДАР,ул.Ак.Сатпаева, д.35",76.941477 52.288684,exact
115963,881018350683,"ПАВЛОДАР,Циолковского,39/1",77.023448 52.272706,exact
116229,881202350277,"ПАВЛОДАР,Торайгырова,10/1",76.930571 52.299954,exact
116410,881230350725,"ПАВЛОДАР,ул. Каирбаева,д. 36",76.942474 52.28745,exact
116439,890103450472,"ПАВЛОДАР,ул. Кутузова, д. 89",76.969827 52.275351,exact
116450,890105450087,"ПАВЛОДАР,ул. Торайгырова,32",76.936159 52.297497,exact
116531,890120350355,"ПАВЛОДАР,ул.Пахомова,70",76.963539 52.265955,exact
116805,890303350334,"ПАВЛОДАР,ул. Ак. Сатпаева, д. 65",76.942061 52.281892,exact
116888,890318351255,"ПАВЛОДАР,ул. Тәуелсіздік проспект,д. 41",76.968264 52.285522,exact
117116,890430351363,"ПАВЛОДАР,Тауелсiздiк,41",76.968264 52.285522,exact
117192,890512300959,"ПАВЛОДАР,ул. Центральный пром район, д. -",76.940722 52.285577,other
117204,890513450302,"ПАВЛОДАР,ул.Щедрина,30",77.010297 52.292931,exact
117507,890640000044,"ПАВЛОДАР,ул.Торайгырова, д.76/1",76.967995 52.299012,exact
117573,890714301757,"ПАВЛОДАР,ул. 1 МАЯ,16",76.951169 52.292358,exact
117692,890803350997,"ПАВЛОДАР,Ломова,186/1",77.036977 52.268093,exact
117875,890905450393,"ПАВЛОДАР,Камзина,171",76.985629 52.262251,exact
117928,890915351607,"ПАВЛОДАР,ул.Абая, д.150",76.954332 52.279627,exact
118150,891025351027,"ПАВЛОДАР,Транспортная,13/10",77.029233 52.297294,number
118211,891108350753,"ПАВЛОДАР,Ворушина,10/1",76.991037 52.254743,exact
118240,891113450429,"ПАВЛОДАР,ул.1мая,15/5",76.952571 52.293124,number
118355,891207350048,"ПАВЛОДАР,ПГК Алюминщик,г-ж 123",,none
118420,891221350798,"ПАВЛОДАР,ул. Путейская, д. 2/7",76.952957 52.30133,street
118487,900102451142,"ПАВЛОДАР,ул. Ак. Сатпаева, д. 37",76.941198 52.287649,exact
118829,900305450693,"ПАВЛОДАР,ул. Ак. Бектурова, д. 35",76.948609 52.292067,exact
118857,900310351098,"ПАВЛОДАР,1 Мая,26",76.951223 52.28761,exact
118866,900311450418,"ПАВЛОДАР,Торайгырова,56",76.95143 52.297299,exact
118929,900323350556,"ПАВЛОДАР,Камзина,37/1",76.983491 52.286888,exact
118942,900325451185,"ПАВЛОДАР,ул. Тауелсыздык проспект,30",76.965776 52.284823,exact
